Name,Country,Email
Bundesweiter Koordinierungskreis gegen Frauenhandel und Gewalt an Frauen im Migrationsprozess e.V. (KOK),Germany,  
Bureau of Human Rights and Rule of Law (BHR),Tajikistan,  
Bureau on Drug Addiction Issues,Russian Federation,  
Burning Brain Society,India,  
Busia Compassionate Friends (BUCOF),Uganda,  
Business Coalition Against Corruption (BCAC),Cameroon,  
Business for Integrity and Stability of Our Nation (BISYON),Philippines,  
Calcutta Samaritans,India,  
California Narcotic Officers Association (CNOA),United States of America,  
Californians for Drug Free Youth (CADFY),United States of America,  
Californians For Drug-Free Schools,United States of America,  
Cambodian Children and Handicaps Development Organization (CCHDO),Cambodia (new code CMB),  
Cambridge Centre for Applied Research in Human Trafficking (CCARHT),United Kingdom,  
Cameroon Association on Prevention of Alcohol and Drug Addiction (CAPADA),Cameroon,  
Cameroon Human Rights League (CHRL),Cameroon,  
Campaign Against Terrorism Foundation (CATF),Pakistan,  
Campaign for Awareness Resilience and Education (CARE),Seychelles,  
Campaign For Child Rights (CFCR),Nigeria,  
Campaign for Human Rights and Development Sierra Leone (CHRDSL),Sierra Leone,  
Campbell Collaboration Crime and Justice Group,,  
Campbell Collaboration's Users Group (C2UG),Denmark,  
Campus Careplan,Ghana,  
Canadian AIDS Society (CAS),Canada,  
Canadian Centre on Substance Abuse (CCSA),Canada,  
Canadian Executive Council on Addictions,Canada,  
Canadian HIV/AIDS Legal Network,Canada,  
Canadian Students for Sensible Drug Policy (CSSDP),Canada,  
Cap Anamur,,  
CAP Foundation,India,  
Capital Humano y Social Alternativo (CHS Alternativo),Peru,  
Captive Daughters Films (CDF),United States of America,  
Care At The Core Of Humanity (CATCH),Zimbabwe,  
CARE International,Switzerland,  
Caribbean Conservation Association (CCA),Barbados,  
Caribbean Drug Abuse Research Institute (CDARI),Saint Lucia,  
Caribbean Harm Reduction Coalition,Saint Lucia,  
Caring Foundation (CF),India,  
Caritas Internationalis,Italy,communicacion.ssgg@caritas.es
Carre four des Jeunes,Mali,  
Carter Center,United States of America,  
Casa Claret,Colombia,  
Casa Famiglia Rosetta,Italy,  
Castalia,Uruguay,  
Cathedral of the King,Philippines,  
Catholic Agency for Overseas Development (CAFOD),United Kingdom,  
Catholic Archdiocese of Calabar – Justice Development and Peace Caritas,Nigeria,  
Catholic Relief Services (CRS),United States of America,  
Catholic Women's Organization (CWOB),Bulgaria,  
Cause Première,Senegal,cp.cotedivoire@causepremiere.org
CCLP Worldwide (CCLP),India,Bertrand.thibert@cclpworldwide.com
CEADDRO,Paraguay,  
Cedar Foundation,Ireland,  
Centar za razvoj medija i analize (CRMA),Bosnia and Herzegovina,  
"Center ""Women and Modern World""",Azerbaijan,  
Center for Aids Prevention,United States of America,  
Center For Alcohol And Drug Research And Education (CADRE),United States of America,  
Center for Analysis Education and Community Participatory Development (CAECPD),Uganda,  
Center for Applied Sociology (CASOC),India,  
Center for Assistance to Victims of Violence and Human Trafficking.,Russian Federation,  
Center for Civil Communications (CCC),The form. Yug.  Rep. of Macedonia,  
Center for Civil Society Development (PROTECTA),Serbia,  
Center for Conflict Resolution (CECORE),Uganda,  
Center for Development and Capacity Building (CDCB),Ethiopia,  
Center for Economic and Social Development (CESD),Azerbaijan,  
Center for Egyptian Women's Legal Assistance (CEWLA),Egypt,  
Center for Free Elections and Democracy (CESID),Serbia,  
Center for Global Nonkilling,United States of America,  
Center for Grassroot Development and Crime Prevention (CGDCP),Nigeria,  
Center for Information and Counseling on Reproductive Health - Tanadgoma,Georgia,  
Center for International Human Rights at the Northwestern School of Law (CIHR),United States of America,  
Center for Investigative Reporting (CIN),Bosnia and Herzegovina,  
Center for Migration and International Relations (CMIR),Nepal,maheshwor@cmir.org.np
Center for Prevention of Addictions,The form. Yug.  Rep. of Macedonia,  
Center for Public Health (CPH),Nigeria,  
Center for rehabilitation addicts of psychoactive substances (CROPS),Bosnia and Herzegovina,  
Center for Strategic Research (CSR),Russian Federation,  
Center for the Implementation of Public Policies promoting Equity and Growth (CIPPEC),Argentina,  
Center for the Rule of law,Nigeria,  
Center for the Study of Democracy (CSD),Bulgaria,  
Center for Transparency and Accountability in Liberia (CENTAL),Liberia,  
Center for UN Reform Education,,  
Center for Women and Development (CWD),Georgia,  
Center Of Concern,United States of America,  
Center of Politics and Economics of the Public Sector - Getulio Vargas Foundation (CEPESP-FGV),Brazil,  
Center on Mental Health and HIV/AIDS (MHAIDS),Tajikistan,  
Central African Inter-NGO Council - Conseil Inter-ONG en Centrafrique (CIONGCA),Central African Republic,  
Central Asia Development Group (CADG),Afghanistan,cadg@pacific.net.sg
Centrale des syndicats des travailleurs du Rwanda (CESTRAR),Rwanda,  
Centre Advocacy for People's Education Right (SAHdaR),Indonesia,  
Centre Africain de Recherche Interdisciplinaire (CARI),Congo,  
Centre d'Accueil de Terre-Rouge,Mauritius,  
"Centre de Développement, de Prévention des Conflits et de Secours Humanitaires au Burundi (CDPS)",Burundi,  
Centre de Recherche et d’Action pour la Paix (CERAP),Côte d'Ivoire,  
Centre de Solidarité pour une Nouvelle Vie,Mauritius,  
Centre Djoliba Homme et Développement (CDHD),Mali,  
Centre d’Étude et de Recherche pour l’Intégration régionale et le Développement de l’Afrique (CERIDA - ONG),Guinea,secretariatcadtmafrique@gmail.com
Centre for Addiction and Mental Health (CAMH),Canada,  
"Centre for Addiction, Information and Monitoring (CAIM)",India,  
Centre for Advocacy & Development in Africa (CADA),Nigeria,  
Centre for African Settlement Studies and Development (CASSAD),Nigeria,  
Centre for Alcohol and Drug Studies,South Africa,  
Centre for Child Protection and Rescue,Kenya,  
Centre for Community Health and Development (COHED),Viet Nam,  
Centre for Community Health Promotion (CHP),Viet Nam,  
Centre for Coordination of voluntary Works and Research,India,  
Centre For Counselling Addiction Support Alternatives (CASA),Barbados,  
Centre for Development & Democratisation of the Institution (CDDI),Albania,  
Centre for Drug Abuse and Crime Prevention,Nigeria,  
Centre for Drug Abuse Tackling and Prevention,Viet Nam,  
"Centre for Economic and Civil Education ""Intellect""",Kazakhstan,  
Centre for Education on Drugs and Treatment of Drug Dependent Persons (KENTHEA),Cyprus,  
Centre for European Constitutional Law (CECL),Greece,  
Centre for Help on Alcohol and Addiction Problems (CHAAP),Ukraine,  
Centre for Information Technology,Tanzania (United Republic of),  
Centre for Information Technology and Development (CITAD),Nigeria,  
Centre for Integrated Development Initiatives (CIDI),Nigeria,  
Centre for Justice and Crime Prevention (CJCP),South Africa,  
Centre for Law and Democracy (CLD),Canada,  
Centre for Law and Research International (CLARION),Kenya,  
Centre for Legal Resources,Romania,  
Centre for Life-Long Education,Viet Nam,  
Centre for Media Studies (CMS),India,info@cmsacademy.org
Centre for Orphaned and Disabled Children,Viet Nam,  
Centre for Peace and Development (CPD),,  
Centre for Public Policy Studies (CPPS),Malaysia,  
Centre for Research and Information on Substance Abuse (CRISA),Nigeria,  
Centre for Social and Rural Development (CSRD),India,  
Centre For Social Research (CSR),India,  
Centre for Supporting Community Development Initiatives (SCDI),Viet Nam,  
Centre for Sustained Dialogue (CSD-Nigeria),Nigeria,  
Centre for the Analysis and Prevention of Corruption (CAPC),Republic of Moldova,  
Centre for the Study of International Relations and Development (CERID),Bolivia,  
Centre for the Study of Violence,Brazil,  
Centre for Women War Victims - ROSA,Croatia,  
Centre for Youth and Social Development (CYSD),India,  
Centre for Youth Empowerment and Civic Education (CYECE),Malawi,  
Centre for Youth Initiative on Self Education (CEYISED),Nigeria,  
Centre Medico-Psycho-Pedagogique,Haiti,  
"Centre of Confidence ""Hope and Recovery""",Belarus,  
Centre of Information and Data for Anti Corruption (CIDAK),Indonesia,  
"Centre of Psychotherapy ""Imaton""",Kazakhstan,  
"Centro Boliviano de Solidaridad ""VIDA""",Bolivia,  
Centro Cáritas de Formación para la Atención de las Farmacodependencias (y Situaciones Criticas Asociadeas A.C.),Mexico,  
Centro Comunal El Carmen,Bolivia,  
"Centro de Apoyo Aquelarre, Inc. (CEAPA)",Dominican Republic,  
"Centro de atención a ninos de la calle ""TALITA KUM""",Colombia,  
Centro de Educación y Investigación para el Desarrollo Comunitario Urbano (CEDECUR),Colombia,  
"Centro de Estudios de Prevención, Tratamiento, Investigación y de Salud (CEPTIS)",Peru,  
Centro de Estudios de Problemas Economicos y Sociales de la Juventud (CEPESJU),Peru,  
"Centro de Estudios Sobre Alcohol y el Alcoholismo, A.C.",Mexico,  
Centro de Estudios Sobre Promoción de la Salud (CEPS),Spain,  
Centro de Estudios y Rehabilitation Psicosocial (CERSO),Chile,  
Centro de Estudos da Infancia e da Adolescencia (CEIA/ADOLESCENTRO),Brazil,  
Centro de Estudos de Criminalidade e Segurança Pública da UFMG (CRISP),Brazil,  
"Centro de Estudos Integrados, Infancia, Adolescencia, Saude (CEIIAS)",Brazil,  
Centro de Formación para la Paz (C.F.P.),Colombia,  
Centro de Informacion y Educacion para la Prevencion del Abuso de Drogas (CEDRO),Peru,  
Centro de Investigación Educación y Servicios SSR (CIES),Bolivia,  
"Centro de Orientación e Investigación Integral, Inc. (COIN)",Dominican Republic,  
Centro Ecuatoriano de Capacitación y Formación de Educadores de la Calle (CECAFEC),Ecuador,  
Centro Ecuatoriano de Derecho Ambiental (CEDA),Ecuador,  
Centro Educativo sobre Estupefacientes (CESE),Bolivia,  
Centro Humanitario de Apoio a Mulher (CHAME),Brazil,  
Centro Initziare,Mexico,  
Centro Italiano di Solidarietá don Mario Picchi/ Italian Centre of Solidarity (CeIS),Italy,  
Centro Juvenil Amanecer,Colombia,  
Centro La Mancha,Uruguay,  
Centro Latinoamericano de Investigación Científica (CELIN),Bolivia,  
Centro Studi Europeo Per le Politiche Migratorie Onlus (CESPM),Italy,  
Centroa de Integracion Juvenil (CIJ),Mexico,  
Centrum Dianetiky a Scientologie Kosice,Slovakia,  
CERAC-Santé,Guinea,  
Chab Dai,Cambodia,uk@chabdai.org
Chaine d'union (ACU),Cameroon,  
Challenge Foundation,Kazakhstan,  
Challenging Heights,Ghana,  
Chamber of Pharmacists,Malta,  
Chance,Kyrgyzstan,  
Chand Welfare Foundation,Pakistan,  
Change and Save Lives Association (CASLA),Tanzania (United Republic of),  
Changing Together.... A Centre for Immigrant Women,Canada,  
Charis Youth Centre,Malaysia,  
"Charitable Foundation: ""International Project - Youth Human Rights Movement""",Russian Federation,  
Charity and support foundation “Garstyčios grūdas”,Lithuania,  
Charity and Support Fund “Vilties svyturys”,Lithuania,  
Charity fund «Insight»,Ukraine,  
"Charity Humanitarian Centre ""Abkhazeti”",Georgia,  
Charity Organisation of Payam Avaran Hamyari,Iran (Islamic Republic of),  
Chhahari,Nepal,  
Chi-Chi of Africa Organization,Nigeria,  
Chicalle,Bolivia,  
Chigwell Justice and Peace Centre,United Kingdom,  
Child Crisis Centre of VoT,Tajikistan,  
Child Protection Alliance (CPA),Gambia,  
Child Welfare League of America,,  
Childfund Caribbean,Dominica,  
ChildFund International,United States of America,fjoseph@caribbean.childfund.org
Childhope International,,  
Childlink Foundation,Ghana,  
"Children and Adults, Creativity Development Centre",Uzbekistan,  
Children and Young People for Peace (CYPLP),Nigeria,  
Children Education & Welfare Society (CEWS),Pakistan,  
Children in Need Network (CHIN),Zambia,  
Children of Alcoholics Foundation,,  
Children of Romania Foundation,Romania,  
Children's Fund Aytana,Kyrgyzstan,  
Childrens Human Rights Centre of Albania (CRCA),Albania,  
China International Institute of Multinational Corporations (CIIMC),China,  
China Prison Society,China,  
Chinese Anti-Drug Abuse Pevention Treatment Center (CADAPT),China,  
Chittagong Anti-Drug Abuse Society (CADAS),Bangladesh,  
Chosen Rehab Center,Ghana,  
Christ Against Drug Abuse Ministry (CADAM),Nigeria,  
Christ Compassion in Action,Tanzania (United Republic of),  
Christian Action Research and Education (CARE),United Kingdom,  
Christian Aid,United Kingdom,  
Christian Children's Fund - Guatemala (CCPAF/CCF),Guatemala,  
Christian Council of Lesotho,Lesotho,  
Christian Education and Development Organization (CEDO),Tanzania (United Republic of),  
Christian Health Association,Lesotho,  
Christian Medical Association of India,India,  
Christian Relief and Development Association (CRDA),Ethiopia,  
Christian Rural & Urban Development Association of Nigeria (CRUDAN),Nigeria,  
Christian Rural Development Counsellors for Christian Churches in Africa (RURCON),Nigeria,  
"CIDES, I.A.P",Mexico,  
Citizen's Pact for SEE,Serbia,  
Citizens Against Drug Addiction,Kenya,  
Citizens Association Kula (CAK),Serbia,  
Citizens Commission on Human Rights - Austria (CCHR Austria),Austria,  
Citizens Crime Watch (CCW),Philippines,  
Citizens' Association To Combat Human Trafficking And All Forms Of Gender-Based Violence (ATINA),Serbia,  
"City Drug, Tobacco and Alcohol Prevention Association (SPANNS)",,  
City of Rest Freetown (Deliverance Ministries),Sierra Leone,  
Citywide Drugs Crisis Campaign,Ireland,  
Ciudadanos 365 Foundation/ Fundacíon Ciudadanos 365,Argentina,  
CIVICUS World Alliance for Citizen Participation,South Africa,  
Civil Associacion PRIMA,Slovakia,  
Civil Association Childhood for All,Republic of Moldova,  
Civil Association Socio-regional Initiative,Republic of Moldova,  
Civil Association The Woman of the Third Millennium,Republic of Moldova,  
Civil Organization Human Souls,Republic of Moldova,  
Civil Organization Your Choice,Republic of Moldova,  
Civil Power Africa,Nigeria,  
Civil Resource Development and Documentation Centre (CIRDDOC),,  
Civil Society Institute (CSI),United States of America,  
Clean Scene Network for Youth Society,Canada,  
Clean World Aid to Women Public Union,Azerbaijan,  
Clefs pour la Jeunesse (ASBL)/ Leefsleutels (VZW),Belgium,  
Clinica Villa Servita S.A.A,Colombia,  
Club anti drogue et anti sida á l'école (CADASE),Congo,  
Club Ohada Thies (COT),Senegal,  
Club Svitanok,Russian Federation,  
Club Unesco Universitaire pour la Lutte Contre la Drogue et les autres pandémies (CLUCOD),Côte d'Ivoire,  
Coalition Against Trafficking in Women International (CATW),United States of America,  
Coalition for Accountability and Integrity - AMAN,Palestine,  
Coalition for Community Participation in Governance,Jamaica,  
Coalition for HIV/AIDS Awareness and Prevention,Ghana,  
Coalition for Integrity and Social Accountabity (CISA),Cambodia,  
Coalition for Organ-Failure Solutions (COFS),United States of America,  
Coalition Nationale des Jeunes pour le Développement (CNJD),Cameroon,  
Coalition of non-governmental organizations and experts “Galiu gyventi” (I can live),Lithuania,  
Coalition on Violence Against Women (COVAW),Kenya,  
Coalition to Abolish Slavery and Trafficking (CAST),United States of America,  
Colectivo de Victimas Del Terrorismo (COVITE),Spain,  
Colectivo Raices,Chile,  
Colegio Oficial de Psicólogos,Spain,  
Collectif des Familles de Disparu(e)s en Algerie (CFDA),France,  
Colombian Confederation of Chambers of Commerce (CONFECAMARA),Colombia,rjasbon@confecamaras.org.co
